education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,response,age,cust_since,acc_camp,total_spent,household_size,cluster
2,0,59821,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,59,14,0,734,2,1
1,1,50002,0,1,21,443,5,71,21,16,82,2,8,2,7,7,0,0,60,12,0,638,3,1
1,0,69755,0,0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,69,8,0,894,1,2
1,0,44078,1,1,17,24,1,10,2,0,4,2,2,0,3,5,0,0,45,0,0,41,3,3
2,0,30560,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,38,12,0,31,2,0
2,0,35924,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,45,3,0,34,3,3
2,1,64140,0,2,71,1459,0,61,0,15,215,5,2,5,6,5,0,1,50,9,3,1750,4,5
1,0,56386,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,33,20,0,612,3,1
0,0,24594,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,35,6,0,29,2,0
0,0,75774,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,33,1,0,823,2,2
2,1,39228,0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,54,13,0,20,2,0
2,0,58494,0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,40,6,0,396,2,1
1,1,58684,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,0,33,0,1,813,2,2
1,1,57136,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,1,47,13,0,1179,2,2
2,1,56551,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,64,1,0,138,4,3
1,0,22448,1,0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,32,4,0,55,2,0
1,1,82014,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,1,53,22,0,1511,2,5
1,1,34213,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,1,51,21,0,117,4,3
1,0,157146,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,37,13,0,1730,1,2
2,1,25358,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,67,11,0,32,3,3
2,1,35544,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,36,3,0,67,3,0
2,0,36634,0,1,0,213,9,76,4,3,30,3,5,2,5,7,0,0,60,13,0,335,2,1
2,0,62670,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,60,4,0,825,2,1
0,0,50334,0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,42,11,0,694,2,1
1,1,72066,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,1,33,0,2,1792,2,5
2,1,50729,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,56,13,0,496,4,1
1,0,34916,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,46,13,0,231,3,0
1,1,64892,0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,38,1,0,902,3,1
1,1,43602,1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,48,5,0,68,4,3
2,1,33996,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,25,9,0,71,2,0
0,1,41473,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,29,12,0,76,3,0
2,0,63246,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,47,10,0,772,3,1
2,0,36732,1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,55,5,0,47,3,3
2,0,69084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,44,7,0,1586,2,1
2,0,77766,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,47,16,1,1529,2,5
2,1,37929,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,29,10,2,265,2,0
1,0,86610,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,63,9,0,1603,1,2
2,0,80141,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,1,28,17,1,2091,1,5
0,0,72635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,59,12,1,981,1,2
1,0,69016,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,44,19,0,1533,2,2
0,0,20193,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,23,18,0,82,1,0
1,0,27573,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,39,15,0,244,2,0
0,1,15862,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,35,12,0,36,3,0
2,0,49544,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,38,16,0,404,2,0
1,0,33228,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,34,5,0,71,2,0
1,0,70440,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,36,8,1,1572,1,2
1,0,38232,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,43,5,0,122,3,3
2,0,22554,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,59,19,0,41,3,3
2,0,23536,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,31,0,0,10,2,0
1,0,49413,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,62,8,0,304,2,3
1,0,42231,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,45,3,0,37,3,3
2,1,78789,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,1,34,22,0,1754,2,5
1,0,56534,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,46,11,2,815,2,1
1,1,58350,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,43,17,0,1001,3,1
1,1,81217,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,25,11,0,1157,2,2
1,1,49090,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,63,11,0,688,3,1
2,1,61787,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,27,11,0,1319,2,2
2,0,18169,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,29,16,0,21,2,0
0,1,24336,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,33,22,0,31,3,0
1,0,18222,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,24,17,0,67,1,0
1,1,62335,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,62,13,0,708,3,2
0,0,42033,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,43,21,0,25,3,3
2,0,86580,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,31,16,1,746,1,2
2,1,41437,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,57,21,0,32,4,3
2,1,73705,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,63,3,0,1695,4,2
1,0,61064,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,38,21,0,1080,2,1
2,0,38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,59,2,0,72,3,3
1,1,18358,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,25,7,0,57,3,0
2,0,55012,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,41,3,0,660,2,1
0,0,9722,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,1,41,20,0,103,2,0
2,0,38175,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,30,9,0,153,2,0
2,0,58656,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,58,21,1,1220,2,1
1,0,52117,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,49,22,0,279,2,1
1,0,64813,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,36,5,0,745,2,2
2,0,54222,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,41,3,0,264,2,3
1,0,83512,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,0,1,28,0,4,2157,1,5
2,0,77520,0,1,30,940,44,396,0,88,58,1,8,7,7,4,0,1,55,10,3,1526,2,5
1,0,41154,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,36,14,0,69,2,0
1,0,80398,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,48,19,1,1597,1,2
0,1,18746,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,22,1,0,64,3,0
1,0,35196,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,30,19,0,497,2,0
1,1,60230,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,58,13,0,1067,3,1
1,0,22108,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,37,1,0,31,3,3
1,0,44392,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,40,9,0,211,3,3
2,0,55424,0,1,6,462,61,184,10,53,107,4,7,5,9,6,0,1,38,19,1,877,2,1
1,0,17688,1,0,82,2,2,1,3,1,2,1,1,0,2,8,1,0,35,17,0,11,2,4
2,0,92491,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,31,13,3,2034,1,5
1,1,90273,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,23,6,3,1991,2,5
2,1,82571,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,52,2,1,1686,2,2
2,1,38513,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,1,32,4,0,324,3,0
2,1,16653,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,1,35,2,0,69,3,0
1,0,42586,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,1,59,19,0,252,3,3
0,1,23529,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,49,17,0,54,3,3
2,0,74881,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,53,15,0,964,3,1
1,0,71107,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,63,16,0,1327,2,2
2,0,46910,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,50,3,0,68,3,3
1,0,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,55,18,0,60,1,0
1,1,37244,1,1,90,18,2,10,0,0,25,1,1,1,2,7,0,0,59,14,1,55,4,3
1,0,82427,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,48,3,1,1456,1,2
0,1,75342,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,56,13,0,563,3,1
1,1,70044,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,60,16,0,1504,3,1
1,1,79146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,47,2,0,564,4,1
1,0,77437,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,51,7,1,1125,1,2
1,0,54984,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,55,1,1,358,2,1
2,0,42403,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,43,6,0,42,2,0
1,0,55761,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,0,50,2,1,184,2,3
1,0,37292,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,31,14,0,460,2,0
2,1,45576,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,1,69,1,0,145,2,3
1,0,70321,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,1,67,17,0,1376,1,2
2,1,58086,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,45,17,0,792,3,1
1,0,81795,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,62,20,0,1382,1,2
0,0,28389,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,67,19,0,28,1,0
2,0,66835,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,68,9,0,1033,1,2
1,1,69901,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,45,13,0,882,3,1
2,0,80360,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,65,15,3,2231,1,5
2,0,63342,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,53,20,1,1101,2,1
1,0,44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,40,21,0,369,2,1
0,1,31859,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,34,4,0,48,3,0
2,1,51569,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,65,16,1,467,3,1
1,1,30372,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,43,18,0,44,4,3
0,1,16014,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,35,15,0,38,4,3
1,0,41120,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,46,7,0,81,3,3
2,1,39763,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,1,43,10,0,167,3,0
2,0,38725,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,59,1,0,45,3,3
1,0,77981,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,42,13,0,664,2,2
0,0,62905,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,50,9,0,622,2,2
0,1,13533,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,35,15,0,48,3,0
1,0,59481,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,39,8,0,461,2,1
1,0,72117,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,37,10,0,1073,2,1
0,0,21955,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,28,9,0,55,2,0
1,0,67131,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,58,15,0,976,2,1
2,1,36802,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,34,0,0,20,3,0
1,0,71853,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,32,13,0,1149,1,2
0,0,28249,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,53,0,0,43,1,0
2,0,47808,0,1,30,123,1,26,2,0,72,2,3,2,3,7,0,0,39,8,1,224,2,3
2,1,25509,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,40,21,0,101,3,0
2,0,51012,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,68,14,0,209,1,0
1,1,70596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,29,20,0,968,2,2
2,0,85431,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,62,12,0,1165,1,2
1,0,42664,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,47,3,0,24,2,3
1,0,42586,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,1,59,19,0,252,3,3
1,1,29760,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,29,21,0,165,3,0
2,0,28973,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,37,20,0,269,1,0
2,0,39435,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,41,10,0,102,2,0
0,0,65370,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,30,10,0,461,1,2
0,1,20194,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,35,18,0,47,3,0
2,1,42473,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,38,4,0,144,4,3
1,0,64590,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,46,20,0,1338,1,2
1,0,71232,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,55,6,0,917,2,1
1,0,34600,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,1,43,17,0,318,3,3
1,1,46904,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,47,19,0,253,4,3
1,0,49094,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,41,21,0,502,2,1
1,0,36075,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,31,6,0,119,2,0
0,0,60839,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,35,22,0,1250,3,1
1,0,77298,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,35,7,0,969,2,2
1,0,34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,64,10,0,76,3,3
2,1,48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,51,2,0,62,4,3
0,0,82122,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,52,10,1,1382,1,2
1,1,37697,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,38,4,0,84,3,0
1,0,34074,1,1,69,135,1,41,10,1,67,5,3,3,3,6,0,0,62,11,1,255,3,3
2,0,28520,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,54,12,0,43,3,3
1,1,62535,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,59,8,0,398,3,1
2,1,36273,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,37,2,0,76,3,0
1,0,63404,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,50,0,1,902,3,1
0,0,75774,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,33,1,0,823,2,2
1,0,78416,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,38,0,0,1179,2,2
1,0,75702,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,40,20,1,1921,2,2
2,0,59385,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,63,14,0,185,3,3
1,1,37070,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,1,48,15,0,433,4,3
1,0,44689,1,1,82,18,0,5,0,0,11,2,1,1,2,7,0,0,63,5,1,34,3,3
1,0,53977,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,56,12,0,907,2,1
2,1,7144,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,48,6,0,416,4,1
1,1,18701,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,50,12,0,44,4,3
1,0,90369,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,1,58,2,0,1588,1,2
2,1,63159,0,0,74,965,34,586,89,86,37,1,3,5,8,3,0,0,40,19,1,1797,2,2
1,0,37758,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,48,20,0,40,3,3
2,1,46757,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,51,19,0,1143,3,1
2,0,79734,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,45,0,1,914,1,2
1,0,63207,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,22,17,1,1502,1,2
1,1,72071,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,60,16,0,1338,3,2
2,0,21840,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,31,11,0,27,2,0
0,0,58582,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,0,32,9,1,763,2,1
1,1,72282,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,1,63,11,0,1331,2,2
1,0,50387,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,58,9,0,525,3,1
2,0,32583,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,53,0,0,9,3,3
1,0,62568,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,52,2,1,953,2,1
2,1,44635,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,43,8,0,68,4,3
2,1,33316,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,43,8,0,131,4,3
1,0,63967,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,46,10,0,882,2,2
0,0,52513,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,36,21,0,1149,1,2
1,0,25293,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,45,9,0,37,2,0
2,1,54111,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,49,10,0,388,3,1
1,0,78394,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,1,28,16,0,1428,1,2
2,0,80739,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,56,13,0,1633,1,2
2,0,22669,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,1,39,13,0,173,2,0
1,1,29236,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,27,8,0,99,3,0
1,0,44911,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,55,15,0,215,2,3
2,0,54693,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,52,16,0,929,2,1
1,0,48186,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,40,3,0,219,2,0
1,0,54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,1,37,9,0,174,3,3
1,0,41580,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,36,18,0,92,3,3
2,0,80336,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,44,9,0,1052,1,2
1,0,47743,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,0,57,15,1,275,2,1
0,0,62972,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,59,22,0,587,2,1
2,1,57333,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,1,60,21,0,1662,3,1
2,0,32313,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,32,16,0,159,2,0
2,1,84953,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,61,12,3,1024,2,5
2,1,27071,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,46,2,0,35,3,0
2,0,68148,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,57,9,0,1042,1,2
2,0,65735,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,49,6,0,395,3,3
2,0,86836,0,0,7,179,21,273,0,21,63,1,6,10,6,5,0,1,39,21,3,557,1,5
2,0,4023,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,51,0,0,9,3,3
1,0,30093,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,24,11,0,69,1,0
2,0,57705,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,48,5,0,486,2,1
1,1,25008,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,26,4,0,34,3,0
0,1,83257,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,1,19,21,2,1365,2,4
1,0,22280,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,39,13,0,13,2,0
2,0,72159,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,36,19,0,1401,1,2
1,0,64260,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,1,53,17,0,1574,1,2
2,1,82733,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,1,30,9,0,1323,2,5
2,1,74290,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,0,43,10,2,1217,3,1
2,1,58217,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,63,19,0,103,5,3
2,0,21024,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,38,11,0,84,1,0
2,0,70116,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,42,17,0,1536,1,2
1,0,54006,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,29,21,0,581,2,1
2,0,69063,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,48,19,0,928,2,1
0,1,11448,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,39,6,0,14,2,0
1,1,61825,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,35,10,0,424,3,1
1,0,70886,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,43,8,0,960,2,2
1,0,69109,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,32,19,1,1555,1,5
1,1,60208,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,41,20,1,656,4,1
2,0,32889,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,46,9,0,55,3,3
1,1,34738,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,30,1,0,20,3,0
2,0,30538,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,43,20,0,367,2,0
0,0,82326,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,37,3,3,2257,1,5
2,1,26642,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,47,3,0,42,3,0
1,1,69932,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,50,12,0,1049,3,2
1,1,44503,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,42,2,0,48,4,3
2,1,60200,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,66,17,0,685,3,1
1,1,49638,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,62,2,0,39,3,3
0,1,23830,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,27,4,0,43,2,0
2,1,33051,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,1,55,22,0,835,2,1
1,0,72905,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,56,5,1,1515,1,2
2,0,69702,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,63,16,0,1039,2,1
1,1,70300,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,39,11,0,1596,3,1
2,0,70643,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,1,30,20,0,1828,1,5
2,0,30396,1,0,22,15,0,6,0,1,12,2,1,1,2,7,0,1,45,1,1,34,2,0
2,1,50616,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,46,2,0,149,3,3
2,1,62772,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,0,45,13,1,946,3,1
2,1,30298,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,29,1,0,28,2,0
1,1,52413,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,30,19,0,450,3,0
2,0,44155,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,57,5,0,46,3,3
2,1,86979,0,0,67,584,100,835,65,83,35,1,5,5,5,2,0,1,43,7,1,1702,2,5
1,0,76532,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,39,9,0,820,3,1
1,0,42081,1,0,86,175,10,110,54,6,27,2,6,3,4,6,0,0,32,16,1,382,2,0
2,0,67546,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,26,21,0,2126,1,2
2,0,88420,0,0,87,957,153,612,99,95,153,1,4,7,8,1,0,0,25,1,3,2069,1,5
1,0,31158,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,29,17,0,72,2,0
1,1,61671,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,0,46,0,2,732,3,1
1,1,69719,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,40,1,0,801,2,2
1,1,49160,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,65,8,0,236,3,3
0,0,24882,1,0,52,1,4,10,29,0,36,1,1,1,2,6,0,0,36,21,1,80,2,0
2,1,90933,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,60,2,1,1685,2,2
2,1,113734,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,69,1,0,277,2,1
2,0,59292,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,64,12,0,507,2,1
2,0,45759,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,50,16,0,68,3,3
1,1,22148,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,31,2,0,49,2,0
2,0,73395,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,27,3,0,397,1,0
1,1,29819,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,43,8,0,39,3,0
1,0,45688,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,0,46,5,1,306,2,3
